emp_no,first_name,last_name,title,from_date,salary
449847,Junichi,Garnier,53728,1988-12-26,53728
449865,Shalesh,Puppo,63443,1985-10-16,63443
449988,Masami,Teitelbaum,56184,1996-12-26,56184
449880,Charlene,Ermel,49294,1994-09-09,49294
449887,Elzbieta,Lorcy,66846,1987-05-15,66846
449897,Navid,Dichev,66617,1986-12-02,66617
449903,Teruyuki,Billingsley,72720,1988-10-20,72720
449915,Vasiliy,Maierhofer,40000,1998-10-18,40000
449916,Zhonghua,Leslie,52474,1993-12-15,52474
449920,Domenico,Koblick,56813,1988-05-22,56813
449992,Barry,Azevdeo,65776,1990-09-07,65776
449928,Muzhong,Malinowski,43273,1991-05-28,43273
449996,Georg,Kavvadias,40000,2000-01-01,40000
450003,Malu,Merlo,42000,1986-05-22,42000
449945,Shuzo,Peris,47504,1989-08-28,47504
449950,Shen,Rissland,53795,1986-04-16,53795
449957,Gen,Marrevee,61058,1986-04-11,61058
450012,Byong,Ashish,52024,1994-04-11,52024
449961,Diederik,Swist,60867,1986-07-27,60867
449962,Marsal,Heystek,76262,2000-01-13,76262
449965,Gaetan,Gilg,62933,1986-03-05,62933
450032,Oguz,Weedon,43245,1988-04-06,43245
450038,Godehard,Gecsei,40000,1992-05-24,40000
450039,Anyuan,Lunt,60546,1987-06-22,60546
450047,Yonghong,Porenta,40000,1986-10-13,40000
450048,Frazer,Bondorf,40000,1998-11-25,40000
450078,Ranan,Itzigehl,40973,1986-11-01,40973
450133,Masanao,Preusig,55074,1999-02-20,55074
450138,Kensyu,Schueller,44407,1987-02-13,44407
450147,Yongdong,Farris,40000,1988-05-08,40000
450086,Stamatina,Baer,69542,1997-02-17,69542
450095,Kolar,Cheshire,55083,1986-10-12,55083
450170,Taiji,Constantine,63439,1999-06-24,63439
450114,Duro,Erdmenger,58418,1985-11-03,58418
450192,Sachem,Ghalwash,61104,1986-07-02,61104
450194,Atreyi,Montresor,40000,1989-06-21,40000
450196,Zeydy,Picht,76386,1985-12-10,76386
450196,Zeydy,Picht,76386,2002-01-08,76386
450197,Macha,Schapire,54850,1996-04-30,54850
450125,Zongyan,Kossowski,42134,1985-05-16,42134
450208,Rosalie,Leijenhorst,68773,1986-03-17,68773
450216,Ziya,Herath,40000,1988-07-20,40000
450217,Petter,Gluchowski,40000,1988-06-08,40000
450217,Petter,Gluchowski,40000,2002-07-18,40000
450287,Christophe,Kinley,40000,1986-11-12,40000
450219,Xiaoheng,Gruenwald,40000,1988-12-19,40000
450239,Tokuyasu,Pardalos,40000,1988-05-23,40000
450243,Mayumi,Undy,89121,1997-09-07,89121
450248,Nigel,Zaiane,68410,1998-01-31,68410
450264,Aloke,Socorro,40000,1995-01-10,40000
450288,Angus,Braunschweig,40000,1993-06-23,40000
450305,Janche,Ghelli,84133,1988-05-26,84133
450306,Idoia,Gurbaxani,40000,1985-12-08,40000
450319,Abdelwaheb,Panienski,54555,1987-12-03,54555
450322,Hsiangchu,Melichar,40000,1985-02-14,40000
450322,Hsiangchu,Melichar,40000,2002-06-09,40000
450422,Tayeb,Ebeling,40000,2002-04-27,40000
450422,Tayeb,Ebeling,40000,1988-05-08,40000
450347,Otilia,Lamba,52956,1988-06-20,52956
450438,Anestis,Cooke,40000,1999-01-04,40000
450444,Gil,Vakili,40000,1987-01-10,40000
450354,Yagil,Cesareni,40000,1987-07-11,40000
450449,Saddek,Pagter,44564,1987-10-18,44564
450454,Shichao,Ranft,41518,1988-01-20,41518
450360,Moriyoshi,Schmittgen,45147,1986-12-15,45147
450457,Fun,Ranka,83172,1991-11-04,83172
450467,Sachin,Linares,40000,1987-01-13,40000
450468,Aimee,Lakshmanan,48849,1988-12-01,48849
450384,Raimond,Anido,40000,1992-01-21,40000
450479,Yonghong,Bressoud,66998,1987-07-04,66998
450480,Macha,Speer,40000,1986-06-09,40000
450480,Macha,Speer,40000,1989-03-04,40000
450486,Jaewoo,Schwartzburd,40000,1991-02-16,40000
450405,Radoslaw,Grospietsch,40000,1988-09-06,40000
450495,Isaac,Boguraev,59354,1996-10-16,59354
450496,Shuji,Rosti,49324,1985-10-24,49324
450497,Shietung,Molberg,58077,1988-08-24,58077
450498,Reinhard,Ciolek,40000,1988-10-24,40000
450409,Marla,Babb,81308,1986-11-12,81308
450524,Pantung,Naumovich,75454,1991-03-18,75454
450412,Kazuhiro,Raney,40000,2000-06-19,40000
450412,Kazuhiro,Raney,40000,1985-05-24,40000
450535,Hauke,Beutelspacher,42928,1997-11-19,42928
450563,Saddek,Ishibashi,40000,1985-06-25,40000
450542,Hein,Encarnacion,59797,1996-11-25,59797
450549,Hyuckchul,Sudbeck,58302,1985-02-19,58302
450556,Douadi,Zolotykh,62561,1995-11-10,62561
450573,Jolita,Nyrup,41573,1988-04-02,41573
450585,Gaetan,Remmele,51960,1988-02-17,51960
450594,Torsten,Morrey,54631,1988-01-29,54631
450709,Shaz,Nooteboom,40000,1992-10-07,40000
450596,Dante,Jiafu,72972,2000-02-10,72972
450596,Dante,Jiafu,72972,1997-12-03,72972
450599,Kagan,Rahimi,68715,1985-03-24,68715
450611,Yuping,Siprelle,40000,1988-07-17,40000
450735,Chaitali,Naumovich,71020,1998-10-22,71020
450737,Hailing,Krychniak,55717,1989-05-07,55717
450748,Barun,Swist,40000,1991-12-29,40000
450622,Xuejun,Undy,73491,1986-01-31,73491
450768,Lech,Erdi,71256,1985-08-17,71256
450623,Mostafa,Schiper,57319,1990-10-24,57319
450771,Lillian,Shanbhogue,40000,1988-03-26,40000
450625,Conrado,Calkin,49334,1986-07-09,49334
450783,Sigeru,Turnbull,40000,1985-04-20,40000
450625,Conrado,Calkin,49334,1996-11-28,49334
450645,Niteen,Tsukuda,86064,1988-07-18,86064
450798,Margareta,Lorys,40000,1993-11-06,40000
450799,Sugwoo,Peac,51512,1991-12-05,51512
450812,Feiyu,Gerteisen,54219,1985-07-04,54219
450665,Navid,Oehlmann,73282,1989-01-05,73282
450822,Wuxu,Furedi,40000,1997-04-03,40000
450826,Guoxiang,Farrar,40000,1991-09-01,40000
450829,Along,Schiper,61914,1986-04-02,61914
450834,Boguslaw,Pelz,40000,1987-08-26,40000
450836,Magy,Byoun,40000,1999-08-03,40000
450838,Vasiliy,Demri,52647,1987-06-11,52647
450667,Martine,Karner,40000,1987-04-11,40000
450670,Udo,Haumacher,43280,1988-10-30,43280
450683,Kayoko,Genther,63293,1986-10-21,63293
450842,Charmane,Danner,40000,1997-02-05,40000
450689,Sivanarayana,Gill,67892,1986-02-03,67892
450842,Charmane,Danner,40000,1998-02-11,40000
450985,Florian,Langford,69989,1988-10-14,69989
450860,Angus,Billingsley,80228,1991-10-26,80228
450874,Sven,Rebaine,40000,1988-10-05,40000
450878,Djelloul,Cannata,58025,1987-01-11,58025
450893,Ulises,Gerlach,76691,1987-11-04,76691
450910,Niranjan,Bodoff,113566,1989-02-06,113566
450927,Bernice,Hempstead,62267,1987-10-29,62267
450931,IEEE,Stentiford,52056,1986-08-10,52056
450959,Premsyl,Kusalik,59372,1995-04-02,59372
450982,Takahiro,Spieker,40000,1986-11-07,40000
450990,Randi,Ramras,74856,1986-05-01,74856
451001,Kitty,Bottner,74387,1987-02-05,74387
451002,Fumino,Bahk,40442,1985-03-24,40442
451007,Mingzeng,Jeong,72783,1986-06-19,72783
451010,Ger,Schusler,51933,1994-07-04,51933
451131,Alejandra,Jervis,40000,1991-03-29,40000
451020,Abdelwaheb,Masada,59794,1991-11-26,59794
451028,Zengping,Bahr,51324,1986-12-10,51324
451152,Susanna,Auria,45031,1985-11-23,45031
451152,Susanna,Auria,45031,1986-06-16,45031
451155,Kolar,Anguita,53482,1988-04-21,53482
451164,Shahaf,Pargaonkar,79014,1988-12-31,79014
451166,Kazuyasu,Spataro,50623,1985-03-18,50623
451168,Licheng,Welham,69778,1985-11-11,69778
451031,Tetsushi,Thimonier,46807,1994-01-12,46807
451173,Aloke,Lorie,70926,1997-11-26,70926
451180,JiYoung,Suppi,40000,1987-02-15,40000
451031,Tetsushi,Thimonier,46807,1985-06-05,46807
451038,Genki,Lorie,85349,1997-01-09,85349
451199,Masanao,Fraisse,40000,1987-01-14,40000
451040,Taisook,Backhouse,40000,1998-08-23,40000
451204,Rutger,Ranon,40000,1985-04-17,40000
451040,Taisook,Backhouse,40000,2001-11-25,40000
451208,Taegyun,Versino,40000,1987-05-31,40000
451208,Taegyun,Versino,40000,2002-07-10,40000
451062,Badri,Narwekar,40000,1987-07-19,40000
451217,Changho,Nergos,83060,1999-04-09,83060
451228,Zhanqiu,Ghemri,40000,1986-02-25,40000
451230,Dipankar,Taubman,53224,1986-02-09,53224
451234,Jingling,Glowinski,40000,1986-01-31,40000
451242,Ronghao,Reutenauer,46019,1986-12-17,46019
451063,Sibyl,Irland,42229,1997-06-08,42229
451251,Anneli,Itschner,80158,1986-11-16,80158
451068,Howell,Collavizza,53941,1989-08-13,53941
451257,Foong,Muniz,54215,1994-05-02,54215
451257,Foong,Muniz,54215,2001-10-08,54215
451073,Sedat,Couchot,40000,1988-07-23,40000
451074,Masaru,Kowalchuk,51089,1985-10-31,51089
451088,Constantine,Vuskovic,49591,1985-10-22,49591
451098,Pragnesh,Fujisaki,50853,1997-08-28,50853
451270,Harngdar,Uludag,47970,1986-05-21,47970
451100,Moheb,Schlumberger,40000,1988-12-23,40000
451278,Ebru,Rosca,40000,1998-03-19,40000
451278,Ebru,Rosca,40000,1993-10-21,40000
451115,Zejun,Wrigley,40000,1994-06-13,40000
451286,Karoline,Shigei,40000,1995-07-24,40000
451287,Kwangyoen,Lally,57228,1988-05-16,57228
451287,Kwangyoen,Lally,57228,1990-10-07,57228
451297,Gian,Suri,61121,1987-11-24,61121
451416,Tru,Baig,70724,1994-01-19,70724
451313,Xiong,Chinin,40000,1988-06-19,40000
451334,Gil,Snedden,44654,1986-06-16,44654
451348,Mayuko,Vanwelkenhuysen,74502,1987-01-18,74502
451361,Kristen,Petersohn,68765,1985-10-27,68765
451364,Maia,Raney,49167,1992-08-16,49167
451422,Ranga,Mundy,40000,1995-05-24,40000
451366,Sudhanshu,Heystek,55780,1993-05-15,55780
451422,Ranga,Mundy,40000,2000-06-26,40000
451426,Tetsushi,Nitsche,44353,1989-08-02,44353
451390,Youngkon,Itzigehl,40000,1987-09-24,40000
451441,Sahrah,Rijckaert,56396,1995-06-07,56396
451392,Sachar,Sadowski,68435,1988-02-23,68435
451402,Rosella,Herber,59533,1990-12-27,59533
451402,Rosella,Herber,59533,2001-11-12,59533
451403,Kristen,Heuser,40460,1992-03-15,40460
451441,Sahrah,Rijckaert,56396,1997-01-30,56396
451468,Ramalingam,Murrill,40000,1987-06-16,40000
451482,Cathie,Molenkamp,41411,1994-11-21,41411
451487,Shunichi,Iivonen,70089,1998-06-20,70089
451565,Vishv,Shimshoni,51814,1993-06-29,51814
451488,Kshitij,Shackel,40000,1991-09-20,40000
451567,Utz,Barreiro,42049,1986-12-20,42049
451495,Kristin,Schrift,40000,1999-07-21,40000
451579,Hyuncheol,Narahari,42468,1985-07-24,42468
451497,Jayson,Haraldson,51236,1992-04-05,51236
451589,Angus,Naudin,62445,1985-02-27,62445
451499,Ramya,Porenta,40000,1998-03-24,40000
451595,Kersti,Przulj,43097,1986-02-25,43097
451595,Kersti,Przulj,43097,1995-04-14,43097
451600,Abdelaziz,Thisen,41508,1987-01-11,41508
451527,Baoqiu,Matzov,40000,1985-06-07,40000
451606,Tesuro,Rosenbaum,40000,1988-12-16,40000
451611,Dulce,Rouquie,48119,1987-02-03,48119
451621,Premsyl,Shimshoni,56423,1986-01-30,56423
451534,Shahid,Vrecion,40000,1988-02-28,40000
451635,Bangqing,Pehl,40000,1994-05-04,40000
451637,Gudjon,Polajnar,57495,2001-08-29,57495
451637,Gudjon,Polajnar,57495,1992-07-29,57495
451642,JoAnne,Hiyoshi,68355,1989-09-28,68355
451548,Mari,Sridhar,55465,1986-02-14,55465
451651,Margareta,Angel,40000,1986-12-31,40000
451665,Jingling,Berstel,40000,1999-02-25,40000
451701,Marsal,Hardjono,64263,1994-08-21,64263
451707,Sampalli,Conte,40000,1985-11-12,40000
451712,Poorav,Eldridge,87769,1992-11-22,87769
451751,Kwan,Hasham,75400,1999-12-07,75400
451858,Moon,Mateescu,54365,1986-11-06,54365
451870,Parviz,Improta,73887,1988-05-14,73887
451870,Parviz,Improta,73887,1993-11-23,73887
451754,Arnould,Krupka,41119,1988-12-13,41119
451768,Jianhao,Pettey,68396,1988-06-28,68396
451776,Ravishankar,Coombs,64763,1991-04-29,64763
451908,Xinglin,Polajnar,62002,1986-01-14,62002
451790,Mabry,Neiman,42368,1988-04-23,42368
451920,Shigeichiro,Luck,46645,1985-02-09,46645
451921,Jayesh,Radhakrishnan,40000,2002-05-17,40000
451921,Jayesh,Radhakrishnan,40000,1998-06-04,40000
451794,Masali,Constantine,44077,1995-09-05,44077
451940,Tomoyuki,Litecky,40000,1997-08-28,40000
451795,Nirmal,Rosaz,40000,1985-12-28,40000
451795,Nirmal,Rosaz,40000,1987-02-03,40000
451952,Ortrud,Spelt,77822,1985-09-12,77822
451799,Aiman,Anick,52888,1987-04-29,52888
451958,Tomofumi,Hofmeyr,53465,1999-05-01,53465
451809,Stella,Glowinski,59824,1986-03-11,59824
451964,Shaibal,Suomi,40000,1985-10-06,40000
451970,Jeanna,Chandrasekhar,48118,1989-03-12,48118
451818,Faiza,Cincotta,57086,1995-05-07,57086
451992,Yuriy,Hagimont,40000,1998-11-17,40000
452013,Susanne,Merel,40000,1990-03-14,40000
452021,Karoline,Kobuchi,60436,1986-08-12,60436
452021,Karoline,Kobuchi,60436,1995-02-17,60436
452024,Jaideep,Haldar,47713,1991-12-08,47713
452029,Genki,Narwekar,40000,1986-03-02,40000
452035,Idoia,Ghelli,54223,1987-06-29,54223
452045,Narain,Rissanen,42464,1986-11-22,42464
451823,Alejandro,Janocha,49188,1986-01-19,49188
452058,Hugh,Gaughan,40000,1986-07-09,40000
451828,Pintsang,Peng,52252,1988-11-11,52252
452061,Ramya,Tramer,63936,1985-05-08,63936
452061,Ramya,Tramer,63936,1989-04-08,63936
452065,Odinaldo,Billingsley,73418,1989-02-24,73418
452069,Nahum,Hiyoshi,52266,1995-05-27,52266
452069,Nahum,Hiyoshi,52266,2002-01-27,52266
451830,Masanao,Lamba,43437,1986-02-13,43437
452141,Herbert,Slaats,42114,1997-04-25,42114
452093,Fun,Menhoudj,58624,1994-04-02,58624
452096,Jahangir,Foong,47296,1999-06-06,47296
452096,Jahangir,Foong,47296,2000-11-26,47296
452099,Gian,Improta,40000,1990-07-17,40000
452113,Sanjeeva,Greenaway,40000,1986-06-02,40000
452115,Barun,Sessa,46455,1993-04-12,46455
452119,Dayanand,Kuhnemann,75521,1985-12-20,75521
452149,Steen,Chinin,40000,1991-03-26,40000
452263,Jaewon,Braccini,76113,1987-12-05,76113
452265,Hisao,Nastansky,63494,1990-08-11,63494
452162,Girolamo,Vecchi,57708,1987-04-12,57708
452163,Tesuro,Koprowski,45775,1989-03-21,45775
452286,Vojin,Lichtman,40000,1991-03-25,40000
452177,Chaosheng,Bernatsky,40000,1988-03-03,40000
452302,Toong,Maliniak,40000,1988-10-26,40000
452187,Tooru,Vilarrasa,57102,1998-11-26,57102
452312,Kaijung,Portugali,67081,1997-08-11,67081
452324,Mokhtar,Wielonsky,68648,1987-09-17,68648
452326,Sugwoo,Fontet,40000,1997-11-18,40000
452326,Sugwoo,Fontet,40000,1988-03-25,40000
452199,Mostafa,Thibadeau,40000,1991-02-24,40000
452336,Oguz,Buescher,48141,1987-09-02,48141
452201,Guenter,Piveteau,40000,1985-09-23,40000
452210,Waiman,Kavanagh,40000,1985-04-07,40000
452350,Heping,Erbe,40000,1986-11-10,40000
452215,Arun,Macedo,40000,1988-08-19,40000
452367,Martina,Georgakopoulos,40000,1986-02-24,40000
452221,Xinyu,Hainaut,65502,1998-12-21,65502
452382,Bokyung,Rahier,47733,1986-01-21,47733
452221,Xinyu,Hainaut,65502,1988-09-09,65502
452388,Ung,Maraist,80561,1998-07-09,80561
452232,Baziley,Masada,92874,1995-11-15,92874
452393,Hisao,Openshaw,71072,1990-12-02,71072
452399,Ugo,Furudate,58736,1990-08-23,58736
452239,Stevo,Vendrig,40283,1987-10-02,40283
452248,Howell,Halloran,57505,1991-04-21,57505
452260,Ebru,Zyda,46818,1988-01-06,46818
452405,Shawna,Ulupinar,40000,1992-11-01,40000
452409,Jaihie,Szmurlo,52924,1996-07-29,52924
452409,Jaihie,Szmurlo,52924,1988-11-01,52924
452261,Khedija,Prenel,43127,1987-02-19,43127
452550,Thanasis,Perez,52702,1986-11-23,52702
452423,Stevo,Etalle,45152,1987-01-07,45152
452436,Shahab,Businaro,40000,2000-07-03,40000
452436,Shahab,Businaro,40000,1996-07-06,40000
452444,Fatemeh,Uludag,40000,1992-09-27,40000
452446,Shan,Ozeki,40000,1997-12-18,40000
452451,Duro,Matzen,64113,1994-06-10,64113
452565,Shan,Kuszyk,56958,1986-08-09,56958
452461,Suvo,Heijenga,50572,1991-08-20,50572
452462,Demos,Esposito,42265,1988-06-21,42265
452472,Sreenivas,Zaiane,78503,1999-02-23,78503
452568,Kotesh,Mitzlaff,40000,1987-07-31,40000
452481,Kazunori,Kavanagh,87093,1986-11-17,87093
452569,Perla,Oxman,48584,1994-05-05,48584
452574,Abdelaziz,Kampfer,46011,1988-06-19,46011
452499,DAIDA,Kitai,40000,1987-08-06,40000
452574,Abdelaziz,Kampfer,46011,2001-11-06,46011
452576,Abdelkader,Chvatal,48631,1985-09-17,48631
452511,Radhia,DeMori,45130,1985-12-08,45130
452512,Jeong,Domenig,40000,1985-04-13,40000
452513,Yonghong,Petersohn,40000,1986-07-11,40000
452585,Shawna,Perry,40000,1995-12-06,40000
452527,Adamantios,Nourani,55929,1985-09-22,55929
452585,Shawna,Perry,40000,1994-09-24,40000
452608,Aimee,Yeung,49434,1991-05-01,49434
452541,Morris,Strandh,56016,1986-05-11,56016
452613,Jaewoo,Stellhorn,40000,1986-09-26,40000
452620,Ramachenga,Ranft,50585,1993-06-07,50585
452626,Adas,Ertl,40000,1987-07-05,40000
452690,Maia,Hempstead,77037,1991-02-15,77037
452629,Holgard,Rouquie,70033,1996-03-22,70033
452700,Aral,Minakawa,40000,1996-04-25,40000
452705,Takanari,Wursthorn,57709,1986-01-25,57709
452630,Girolamo,Stenning,40903,1987-01-13,40903
452715,Taegyun,Marshall,40000,1995-12-17,40000
452715,Taegyun,Marshall,40000,2001-11-05,40000
452634,Seongbae,Iacovou,40000,1987-04-02,40000
452642,Takahiro,Schiettecatte,52507,1995-03-31,52507
452642,Takahiro,Schiettecatte,52507,1988-11-01,52507
452739,Yinghua,Thombley,40000,1997-03-03,40000
452666,Danai,Percebois,50070,1986-04-26,50070
452759,Kazuhide,Uehara,91091,1986-01-09,91091
452761,Vishwani,Hellwagner,82738,1996-04-01,82738
452769,Domenick,Huhdanpaa,40000,1986-03-11,40000
452675,Leszek,Lemarechal,48685,1985-12-30,48685
452777,Rance,Chiola,40000,1987-06-07,40000
452779,Berto,Verhaegen,40000,1988-05-14,40000
452785,Honglan,Cusworth,47821,1995-11-10,47821
452682,Shounak,Wixon,49153,1994-09-16,49153
452792,Dmitry,Bade,53893,1985-09-30,53893
452792,Dmitry,Bade,53893,1989-08-30,53893
452687,Moss,Wissmann,54584,1986-03-24,54584
452796,Xinan,Flexer,40000,1996-12-09,40000
452798,Bezalel,Tsukune,50486,1985-05-27,50486
452800,Florina,Cromarty,47697,1991-08-20,47697
452837,Muzhong,Garnham,40360,1999-11-08,40360
452809,Tzvetan,Picel,40000,1995-01-30,40000
452829,Pohua,Businaro,69921,1989-12-04,69921
452846,Phule,Dengi,40000,1996-04-14,40000
452851,Khatoun,Bouloucos,57613,1990-03-24,57613
452858,Tiina,Bage,40000,1992-12-12,40000
452975,Mari,Honglei,40000,1987-04-28,40000
452869,Abdulla,Klassen,40000,1985-07-01,40000
452997,Jayson,Kilgour,74550,1987-05-13,74550
452877,Florina,Plump,54833,1985-05-04,54833
453003,Xiaoheng,Attimonelli,69444,1986-05-12,69444
453005,Hitofumi,Khalid,52950,1991-07-22,52950
453005,Hitofumi,Khalid,52950,1993-08-21,52950
453023,Bedir,Markovitch,74649,1987-02-14,74649
453033,Mong,Erdmenger,41657,1988-02-14,41657
453043,Oscal,Ressouche,42390,1997-01-19,42390
453069,Bowen,Marzano,73725,1986-08-13,73725
453076,Gunilla,Azuma,47754,1998-11-23,47754
453081,Seongbin,Penn,50916,2000-01-28,50916
453084,Serap,Soicher,41679,1987-04-17,41679
453095,Minghong,Hopewell,40000,1987-10-27,40000
452891,Abdelaziz,Bennet,48035,1987-03-19,48035
453108,Padma,Sevcikova,40000,1987-06-29,40000
452928,Etsuo,Bondorf,58284,1989-08-17,58284
453126,Jeanna,Lowrie,64293,1988-09-02,64293
452931,Willard,Muhling,46472,1987-11-27,46472
453133,Mani,Terekhov,69160,2000-01-20,69160
453133,Mani,Terekhov,69160,1999-04-27,69160
453137,Krisda,Caine,83802,1999-06-24,83802
453262,Manohar,Eiron,55581,1987-04-12,55581
453150,Shahid,Deville,44590,1998-10-13,44590
453151,Yuping,Rosiles,51672,1985-09-10,51672
453151,Yuping,Rosiles,51672,1990-09-05,51672
453155,Rosella,Matzov,65695,1986-08-12,65695
453161,Shuho,Mondadori,50025,1985-07-14,50025
453177,Lokesh,Ranai,40000,1988-03-07,40000
453181,Vasilii,Schaar,40000,1987-06-04,40000
453183,Maha,Ventosa,94005,1988-06-02,94005
453186,Gad,Nittel,40000,1994-12-16,40000
453190,Kiam,Danley,40000,1986-05-28,40000
453190,Kiam,Danley,40000,2000-09-20,40000
453206,Marsja,Schaft,40000,1985-03-13,40000
453211,Tayeb,Merro,40592,1999-11-30,40592
453214,Xiaoheng,Hennebert,56784,1986-12-18,56784
453215,Rajmohan,Hasenauer,40917,1987-01-05,40917
453220,Munehiko,Waleschkowski,52672,1988-01-19,52672
453223,Tomofumi,Versino,40000,1985-12-16,40000
453235,Unal,Harbusch,75813,1999-10-17,75813
453265,Kauko,Auria,56667,1986-05-27,56667
453241,Utpal,Openshaw,51175,1986-05-14,51175
453245,Shir,Reinhart,46555,1990-02-20,46555
453268,Debaprosad,Michaeli,50158,1990-05-12,50158
453273,Sandeepan,Lanteri,80256,1990-03-07,80256
453273,Sandeepan,Lanteri,80256,1990-02-03,80256
453274,Kien,Kitsuregawa,55111,1996-10-05,55111
453278,Fumiyo,Camurati,40000,1987-08-07,40000
453308,Claude,Zeleznik,40000,1987-05-04,40000
453405,Takushi,Merli,40000,1992-11-11,40000
453406,Nalini,Itzfeldt,44392,1988-05-21,44392
453316,Gennady,Conde,60098,1988-04-01,60098
453342,Sashi,Matzel,55155,1988-05-21,55155
453448,Nahum,Coorg,51914,1985-04-27,51914
453355,Valeri,Unno,40000,1987-05-12,40000
453464,Ferdinand,Tokunaga,60032,1999-04-20,60032
453466,Tonny,Stellhorn,43926,1985-10-12,43926
453360,Jianhao,Perfilyeva,57306,1987-10-09,57306
453479,Zhensheng,Sudbeck,78924,1988-12-12,78924
453379,Aron,Beausoleil,49736,1989-07-22,49736
453486,Kitty,Fendler,40000,1985-02-21,40000
453488,Aral,Hiyoshi,44112,1990-04-12,44112
453491,Theirry,Aloisi,40000,1987-01-28,40000
453501,Yishai,Pocchiola,43830,1992-01-08,43830
453504,Selwyn,Demke,78301,1987-05-13,78301
453381,Francoise,Erie,40000,1985-06-17,40000
453509,Douadi,Fiebach,43136,1986-09-27,43136
453381,Francoise,Erie,40000,1987-10-29,40000
453541,Fumitake,Stasinski,40000,1986-09-21,40000
453527,Mohd,Tagansky,44731,1998-07-27,44731
453529,Lokesh,Journel,70167,1987-02-02,70167
453533,Sariel,Hockney,56544,1988-03-20,56544
453533,Sariel,Hockney,56544,1986-02-21,56544
453577,Alexius,Erie,40000,1989-02-07,40000
453698,Waiman,Garnier,59698,1988-04-23,59698
453591,Odoardo,Cullers,87472,1990-11-05,87472
453704,Alper,Murtafg,43721,1991-05-20,43721
453704,Alper,Murtafg,43721,1985-10-18,43721
453706,Masoud,Ritcey,54769,1997-06-22,54769
453708,Brigham,Encarnacion,66400,1985-07-04,66400
453718,Mohan,Kumaresan,78042,1991-07-14,78042
453722,Maja,Ushiama,40000,1985-10-10,40000
453722,Maja,Ushiama,40000,1988-12-27,40000
453591,Odoardo,Cullers,87472,1997-02-10,87472
453726,Yakkov,Gadepally,63582,1993-06-12,63582
453593,Sham,Lally,52063,1993-06-09,52063
453734,Junsik,Aloisi,40000,1987-12-17,40000
453736,Siamak,Schmiedel,80918,1988-09-22,80918
453738,Aran,Katalagarianos,42397,1987-05-30,42397
453595,Ewing,Rubsam,46616,1987-09-18,46616
453596,Boutros,Petersohn,81651,1987-12-07,81651
453759,Abdelkader,Desikan,80329,1985-11-28,80329
453766,Vatsa,Begiun,74193,1999-12-09,74193
453766,Vatsa,Begiun,74193,1999-11-08,74193
453600,Billie,Bahk,40000,1988-01-08,40000
453775,Gennady,Munawer,40894,1985-07-24,40894
453775,Gennady,Munawer,40894,1997-12-16,40894
453600,Billie,Bahk,40000,1996-09-06,40000
453793,Mario,Neiman,47335,1985-03-25,47335
453606,Teunis,Puoti,40000,1985-06-02,40000
453800,Berry,Rosiles,40000,1987-12-11,40000
453805,Ziyad,Selvestrel,64203,1992-11-12,64203
453621,Nobuyoshi,Dahlbom,66405,1987-10-16,66405
453808,Hidefumi,Ruemmler,44505,1999-07-07,44505
453809,Mang,Chelton,55017,1988-02-17,55017
453811,Mountaz,Shimshoni,88904,1985-11-23,88904
453817,Saniya,Slobodova,40000,1988-12-14,40000
453822,Claude,Piancastelli,47551,1988-05-24,47551
453626,Basem,Swiss,40000,1988-07-09,40000
453639,Magy,Fujisaki,40000,1997-10-11,40000
453829,Yuichiro,Kamber,47269,1991-12-21,47269
453837,Shrikanth,Basawa,63948,1986-08-07,63948
453842,Satoru,Guerreiro,40000,1988-03-12,40000
453639,Magy,Fujisaki,40000,1998-06-23,40000
453652,Shaw,Baba,54381,1992-02-17,54381
453874,Arnould,Erol,40000,1994-10-20,40000
453654,Thodoros,Warwick,57042,1986-11-17,57042
453887,DeForest,Hooghiemstra,50014,1989-06-08,50014
453658,Gao,Thorelli,59354,1986-12-26,59354
453904,Almudena,Range,71108,1987-07-02,71108
453660,Supot,Lueh,83074,1998-04-11,83074
453917,Raimond,Morrow,54924,1993-12-29,54924
453661,Yifei,Stanger,67738,1991-12-05,67738
453926,Kwee,Ginneken,45183,1995-08-29,45183
453928,Constantino,Underwood,68671,1985-05-12,68671
453667,Takahiro,Swan,70311,1998-10-31,70311
453667,Takahiro,Swan,70311,1987-10-23,70311
453952,Constantino,Callaway,62142,1999-01-20,62142
453955,Abdelghani,Covnot,45463,1987-07-26,45463
453956,Salvador,Heystek,71137,1988-04-24,71137
453972,Shem,Molenaar,57105,1986-06-07,57105
453985,Kenton,Merle,42876,1993-10-16,42876
454013,Vidar,Bressoud,40000,1986-12-23,40000
454032,Visit,Lipner,82408,1988-07-13,82408
454057,Jianwen,Sabnani,62515,1988-03-18,62515
454081,Paddy,Angiulli,61411,1986-09-02,61411
454110,Franziska,Ramalingam,40000,1987-09-22,40000
454093,Leen,Taubenfeld,71509,1989-08-10,71509
454095,Keiichiro,Kalefeld,66782,1986-02-26,66782
454100,Guadalupe,Chaudhury,56932,1988-03-15,56932
454101,Anneke,Leslie,99386,1986-11-16,99386
454108,Kenton,Panienski,47662,1986-04-05,47662
454261,Gor,Schaaf,91700,1995-06-02,91700
454271,Uta,Sullins,40000,1993-07-22,40000
454274,Masali,Bamford,49785,1986-03-28,49785
454288,Mitchel,Marchesini,45694,1995-12-19,45694
