emp_no,first_name,last_name,title,from_date,salary,rn
452021,Karoline,Kobuchi,Senior Staff,1995-02-17,60436,1
452024,Jaideep,Haldar,Staff,1991-12-08,47713,1
452029,Genki,Narwekar,Senior Staff,1986-03-02,40000,1
452035,Idoia,Ghelli,Senior Engineer,1987-06-29,54223,1
452045,Narain,Rissanen,Senior Staff,1986-11-22,42464,1
452058,Hugh,Gaughan,Staff,1986-07-09,40000,1
452061,Ramya,Tramer,Senior Staff,1989-04-08,63936,1
452065,Odinaldo,Billingsley,Senior Staff,1989-02-24,73418,1
452069,Nahum,Hiyoshi,Engineer,2002-01-27,52266,1
452093,Fun,Menhoudj,Engineer,1994-04-02,58624,1
452096,Jahangir,Foong,Staff,2000-11-26,47296,1
452099,Gian,Improta,Engineer,1990-07-17,40000,1
452113,Sanjeeva,Greenaway,Technique Leader,1986-06-02,40000,1
452115,Barun,Sessa,Engineer,1993-04-12,46455,1
452119,Dayanand,Kuhnemann,Senior Staff,1985-12-20,75521,1
452141,Herbert,Slaats,Staff,1997-04-25,42114,1
452149,Steen,Chinin,Technique Leader,1991-03-26,40000,1
452162,Girolamo,Vecchi,Staff,1987-04-12,57708,1
452163,Tesuro,Koprowski,Senior Engineer,1989-03-21,45775,1
452177,Chaosheng,Bernatsky,Senior Staff,1988-03-03,40000,1
452187,Tooru,Vilarrasa,Engineer,1998-11-26,57102,1
452199,Mostafa,Thibadeau,Senior Staff,1991-02-24,40000,1
452201,Guenter,Piveteau,Senior Engineer,1985-09-23,40000,1
452210,Waiman,Kavanagh,Senior Engineer,1985-04-07,40000,1
452215,Arun,Macedo,Engineer,1988-08-19,40000,1
452221,Xinyu,Hainaut,Staff,1998-12-21,65502,1
452232,Baziley,Masada,Staff,1995-11-15,92874,1
452239,Stevo,Vendrig,Engineer,1987-10-02,40283,1
452248,Howell,Halloran,Senior Engineer,1991-04-21,57505,1
452260,Ebru,Zyda,Senior Engineer,1988-01-06,46818,1
452261,Khedija,Prenel,Engineer,1987-02-19,43127,1
452263,Jaewon,Braccini,Engineer,1987-12-05,76113,1
452265,Hisao,Nastansky,Engineer,1990-08-11,63494,1
452286,Vojin,Lichtman,Senior Staff,1991-03-25,40000,1
452302,Toong,Maliniak,Engineer,1988-10-26,40000,1
452312,Kaijung,Portugali,Staff,1997-08-11,67081,1
452324,Mokhtar,Wielonsky,Senior Staff,1987-09-17,68648,1
452326,Sugwoo,Fontet,Staff,1997-11-18,40000,1
452336,Oguz,Buescher,Staff,1987-09-02,48141,1
452350,Heping,Erbe,Engineer,1986-11-10,40000,1
452367,Martina,Georgakopoulos,Engineer,1986-02-24,40000,1
452382,Bokyung,Rahier,Senior Staff,1986-01-21,47733,1
452388,Ung,Maraist,Staff,1998-07-09,80561,1
452393,Hisao,Openshaw,Engineer,1990-12-02,71072,1
452399,Ugo,Furudate,Senior Engineer,1990-08-23,58736,1
452405,Shawna,Ulupinar,Engineer,1992-11-01,40000,1
452409,Jaihie,Szmurlo,Staff,1996-07-29,52924,1
452423,Stevo,Etalle,Engineer,1987-01-07,45152,1
452436,Shahab,Businaro,Engineer,2000-07-03,40000,1
452444,Fatemeh,Uludag,Assistant Engineer,1992-09-27,40000,1
452446,Shan,Ozeki,Engineer,1997-12-18,40000,1
452451,Duro,Matzen,Assistant Engineer,1994-06-10,64113,1
452461,Suvo,Heijenga,Engineer,1991-08-20,50572,1
452462,Demos,Esposito,Engineer,1988-06-21,42265,1
452472,Sreenivas,Zaiane,Engineer,1999-02-23,78503,1
452481,Kazunori,Kavanagh,Senior Staff,1986-11-17,87093,1
452499,DAIDA,Kitai,Senior Engineer,1987-08-06,40000,1
452511,Radhia,DeMori,Engineer,1985-12-08,45130,1
452512,Jeong,Domenig,Senior Staff,1985-04-13,40000,1
452513,Yonghong,Petersohn,Senior Engineer,1986-07-11,40000,1
452527,Adamantios,Nourani,Senior Staff,1985-09-22,55929,1
452541,Morris,Strandh,Senior Staff,1986-05-11,56016,1
452550,Thanasis,Perez,Technique Leader,1986-11-23,52702,1
452565,Shan,Kuszyk,Senior Staff,1986-08-09,56958,1
452568,Kotesh,Mitzlaff,Engineer,1987-07-31,40000,1
452569,Perla,Oxman,Senior Staff,1994-05-05,48584,1
452574,Abdelaziz,Kampfer,Engineer,2001-11-06,46011,1
452576,Abdelkader,Chvatal,Senior Staff,1985-09-17,48631,1
452585,Shawna,Perry,Senior Staff,1995-12-06,40000,1
452608,Aimee,Yeung,Engineer,1991-05-01,49434,1
452613,Jaewoo,Stellhorn,Senior Engineer,1986-09-26,40000,1
452620,Ramachenga,Ranft,Engineer,1993-06-07,50585,1
452626,Adas,Ertl,Senior Engineer,1987-07-05,40000,1
452629,Holgard,Rouquie,Senior Staff,1996-03-22,70033,1
452630,Girolamo,Stenning,Senior Engineer,1987-01-13,40903,1
452634,Seongbae,Iacovou,Senior Staff,1987-04-02,40000,1
452642,Takahiro,Schiettecatte,Senior Engineer,1995-03-31,52507,1
452666,Danai,Percebois,Senior Staff,1986-04-26,50070,1
452675,Leszek,Lemarechal,Staff,1985-12-30,48685,1
452682,Shounak,Wixon,Assistant Engineer,1994-09-16,49153,1
452687,Moss,Wissmann,Senior Staff,1986-03-24,54584,1
452690,Maia,Hempstead,Senior Staff,1991-02-15,77037,1
452700,Aral,Minakawa,Technique Leader,1996-04-25,40000,1
452705,Takanari,Wursthorn,Engineer,1986-01-25,57709,1
452715,Taegyun,Marshall,Engineer,2001-11-05,40000,1
452739,Yinghua,Thombley,Engineer,1997-03-03,40000,1
452759,Kazuhide,Uehara,Senior Staff,1986-01-09,91091,1
452761,Vishwani,Hellwagner,Staff,1996-04-01,82738,1
452769,Domenick,Huhdanpaa,Senior Engineer,1986-03-11,40000,1
452777,Rance,Chiola,Engineer,1987-06-07,40000,1
452779,Berto,Verhaegen,Senior Engineer,1988-05-14,40000,1
452785,Honglan,Cusworth,Engineer,1995-11-10,47821,1
452792,Dmitry,Bade,Staff,1989-08-30,53893,1
452796,Xinan,Flexer,Senior Staff,1996-12-09,40000,1
452798,Bezalel,Tsukune,Engineer,1985-05-27,50486,1
452800,Florina,Cromarty,Senior Staff,1991-08-20,47697,1
452809,Tzvetan,Picel,Engineer,1995-01-30,40000,1
452829,Pohua,Businaro,Senior Engineer,1989-12-04,69921,1
452837,Muzhong,Garnham,Assistant Engineer,1999-11-08,40360,1
452846,Phule,Dengi,Staff,1996-04-14,40000,1
452851,Khatoun,Bouloucos,Engineer,1990-03-24,57613,1
452858,Tiina,Bage,Technique Leader,1992-12-12,40000,1
452869,Abdulla,Klassen,Engineer,1985-07-01,40000,1
452877,Florina,Plump,Engineer,1985-05-04,54833,1
452891,Abdelaziz,Bennet,Senior Staff,1987-03-19,48035,1
452928,Etsuo,Bondorf,Senior Staff,1989-08-17,58284,1
452931,Willard,Muhling,Senior Engineer,1987-11-27,46472,1
452975,Mari,Honglei,Senior Engineer,1987-04-28,40000,1
452997,Jayson,Kilgour,Senior Staff,1987-05-13,74550,1
453003,Xiaoheng,Attimonelli,Senior Engineer,1986-05-12,69444,1
453005,Hitofumi,Khalid,Engineer,1993-08-21,52950,1
453023,Bedir,Markovitch,Senior Staff,1987-02-14,74649,1
453033,Mong,Erdmenger,Senior Engineer,1988-02-14,41657,1
453043,Oscal,Ressouche,Senior Engineer,1997-01-19,42390,1
453069,Bowen,Marzano,Senior Staff,1986-08-13,73725,1
453076,Gunilla,Azuma,Engineer,1998-11-23,47754,1
453081,Seongbin,Penn,Engineer,2000-01-28,50916,1
453084,Serap,Soicher,Senior Engineer,1987-04-17,41679,1
453095,Minghong,Hopewell,Engineer,1987-10-27,40000,1
453108,Padma,Sevcikova,Senior Staff,1987-06-29,40000,1
453126,Jeanna,Lowrie,Engineer,1988-09-02,64293,1
453133,Mani,Terekhov,Staff,2000-01-20,69160,1
453137,Krisda,Caine,Engineer,1999-06-24,83802,1
453150,Shahid,Deville,Engineer,1998-10-13,44590,1
453151,Yuping,Rosiles,Senior Staff,1990-09-05,51672,1
453155,Rosella,Matzov,Senior Staff,1986-08-12,65695,1
453161,Shuho,Mondadori,Engineer,1985-07-14,50025,1
453177,Lokesh,Ranai,Senior Engineer,1988-03-07,40000,1
453181,Vasilii,Schaar,Senior Staff,1987-06-04,40000,1
453183,Maha,Ventosa,Senior Staff,1988-06-02,94005,1
453186,Gad,Nittel,Senior Staff,1994-12-16,40000,1
453190,Kiam,Danley,Senior Engineer,2000-09-20,40000,1
453206,Marsja,Schaft,Engineer,1985-03-13,40000,1
453211,Tayeb,Merro,Senior Engineer,1999-11-30,40592,1
453214,Xiaoheng,Hennebert,Assistant Engineer,1986-12-18,56784,1
453215,Rajmohan,Hasenauer,Technique Leader,1987-01-05,40917,1
453220,Munehiko,Waleschkowski,Senior Staff,1988-01-19,52672,1
453223,Tomofumi,Versino,Technique Leader,1985-12-16,40000,1
453235,Unal,Harbusch,Staff,1999-10-17,75813,1
453241,Utpal,Openshaw,Assistant Engineer,1986-05-14,51175,1
453245,Shir,Reinhart,Technique Leader,1990-02-20,46555,1
453262,Manohar,Eiron,Technique Leader,1987-04-12,55581,1
453265,Kauko,Auria,Engineer,1986-05-27,56667,1
453268,Debaprosad,Michaeli,Senior Engineer,1990-05-12,50158,1
453273,Sandeepan,Lanteri,Senior Staff,1990-03-07,80256,1
453274,Kien,Kitsuregawa,Staff,1996-10-05,55111,1
453278,Fumiyo,Camurati,Staff,1987-08-07,40000,1
453308,Claude,Zeleznik,Senior Staff,1987-05-04,40000,1
453316,Gennady,Conde,Engineer,1988-04-01,60098,1
453342,Sashi,Matzel,Senior Staff,1988-05-21,55155,1
453355,Valeri,Unno,Senior Staff,1987-05-12,40000,1
453360,Jianhao,Perfilyeva,Senior Engineer,1987-10-09,57306,1
453379,Aron,Beausoleil,Engineer,1989-07-22,49736,1
453381,Francoise,Erie,Senior Engineer,1987-10-29,40000,1
453405,Takushi,Merli,Senior Engineer,1992-11-11,40000,1
453406,Nalini,Itzfeldt,Senior Engineer,1988-05-21,44392,1
453448,Nahum,Coorg,Staff,1985-04-27,51914,1
453464,Ferdinand,Tokunaga,Staff,1999-04-20,60032,1
453466,Tonny,Stellhorn,Engineer,1985-10-12,43926,1
453479,Zhensheng,Sudbeck,Senior Staff,1988-12-12,78924,1
453486,Kitty,Fendler,Senior Staff,1985-02-21,40000,1
453488,Aral,Hiyoshi,Technique Leader,1990-04-12,44112,1
453491,Theirry,Aloisi,Technique Leader,1987-01-28,40000,1
453501,Yishai,Pocchiola,Senior Engineer,1992-01-08,43830,1
453504,Selwyn,Demke,Senior Staff,1987-05-13,78301,1
453509,Douadi,Fiebach,Engineer,1986-09-27,43136,1
453527,Mohd,Tagansky,Engineer,1998-07-27,44731,1
453529,Lokesh,Journel,Engineer,1987-02-02,70167,1
453533,Sariel,Hockney,Staff,1988-03-20,56544,1
453541,Fumitake,Stasinski,Engineer,1986-09-21,40000,1
453577,Alexius,Erie,Staff,1989-02-07,40000,1
453591,Odoardo,Cullers,Senior Staff,1997-02-10,87472,1
453593,Sham,Lally,Senior Staff,1993-06-09,52063,1
453595,Ewing,Rubsam,Engineer,1987-09-18,46616,1
453596,Boutros,Petersohn,Staff,1987-12-07,81651,1
453600,Billie,Bahk,Engineer,1996-09-06,40000,1
453606,Teunis,Puoti,Senior Staff,1985-06-02,40000,1
453621,Nobuyoshi,Dahlbom,Senior Staff,1987-10-16,66405,1
453626,Basem,Swiss,Senior Staff,1988-07-09,40000,1
453639,Magy,Fujisaki,Assistant Engineer,1998-06-23,40000,1
453652,Shaw,Baba,Engineer,1992-02-17,54381,1
453654,Thodoros,Warwick,Senior Staff,1986-11-17,57042,1
453658,Gao,Thorelli,Staff,1986-12-26,59354,1
453660,Supot,Lueh,Senior Staff,1998-04-11,83074,1
453661,Yifei,Stanger,Senior Engineer,1991-12-05,67738,1
453667,Takahiro,Swan,Senior Engineer,1998-10-31,70311,1
453698,Waiman,Garnier,Staff,1988-04-23,59698,1
453704,Alper,Murtafg,Senior Engineer,1991-05-20,43721,1
453706,Masoud,Ritcey,Engineer,1997-06-22,54769,1
453708,Brigham,Encarnacion,Senior Engineer,1985-07-04,66400,1
453718,Mohan,Kumaresan,Senior Staff,1991-07-14,78042,1
453722,Maja,Ushiama,Senior Staff,1988-12-27,40000,1
453726,Yakkov,Gadepally,Engineer,1993-06-12,63582,1
453734,Junsik,Aloisi,Engineer,1987-12-17,40000,1
453736,Siamak,Schmiedel,Senior Staff,1988-09-22,80918,1
453738,Aran,Katalagarianos,Engineer,1987-05-30,42397,1
453759,Abdelkader,Desikan,Engineer,1985-11-28,80329,1
453766,Vatsa,Begiun,Staff,1999-12-09,74193,1
453775,Gennady,Munawer,Technique Leader,1997-12-16,40894,1
453793,Mario,Neiman,Senior Staff,1985-03-25,47335,1
453800,Berry,Rosiles,Senior Staff,1987-12-11,40000,1
453805,Ziyad,Selvestrel,Engineer,1992-11-12,64203,1
453808,Hidefumi,Ruemmler,Engineer,1999-07-07,44505,1
453809,Mang,Chelton,Senior Engineer,1988-02-17,55017,1
453811,Mountaz,Shimshoni,Senior Staff,1985-11-23,88904,1
453817,Saniya,Slobodova,Engineer,1988-12-14,40000,1
453822,Claude,Piancastelli,Senior Staff,1988-05-24,47551,1
453829,Yuichiro,Kamber,Senior Staff,1991-12-21,47269,1
453837,Shrikanth,Basawa,Senior Staff,1986-08-07,63948,1
453842,Satoru,Guerreiro,Technique Leader,1988-03-12,40000,1
453874,Arnould,Erol,Engineer,1994-10-20,40000,1
453887,DeForest,Hooghiemstra,Engineer,1989-06-08,50014,1
453904,Almudena,Range,Senior Staff,1987-07-02,71108,1
453917,Raimond,Morrow,Technique Leader,1993-12-29,54924,1
453926,Kwee,Ginneken,Engineer,1995-08-29,45183,1
453928,Constantino,Underwood,Senior Staff,1985-05-12,68671,1
453952,Constantino,Callaway,Staff,1999-01-20,62142,1
453955,Abdelghani,Covnot,Engineer,1987-07-26,45463,1
453956,Salvador,Heystek,Senior Staff,1988-04-24,71137,1
453972,Shem,Molenaar,Senior Staff,1986-06-07,57105,1
453985,Kenton,Merle,Engineer,1993-10-16,42876,1
454013,Vidar,Bressoud,Senior Staff,1986-12-23,40000,1
454032,Visit,Lipner,Senior Staff,1988-07-13,82408,1
454057,Jianwen,Sabnani,Senior Staff,1988-03-18,62515,1
454081,Paddy,Angiulli,Senior Staff,1986-09-02,61411,1
454093,Leen,Taubenfeld,Senior Staff,1989-08-10,71509,1
454095,Keiichiro,Kalefeld,Senior Staff,1986-02-26,66782,1
454100,Guadalupe,Chaudhury,Engineer,1988-03-15,56932,1
454101,Anneke,Leslie,Senior Staff,1986-11-16,99386,1
454108,Kenton,Panienski,Senior Staff,1986-04-05,47662,1
454110,Franziska,Ramalingam,Engineer,1987-09-22,40000,1
454132,Ugo,Boreale,Senior Engineer,1990-04-17,42148,1
454136,Vishwani,Leaver,Senior Staff,1987-01-12,40000,1
454178,Yoshimitsu,Genin,Engineer,1987-11-10,56709,1
454182,Mack,Cooke,Senior Staff,1993-07-23,72339,1
454199,Evgueni,Pezzoli,Engineer,1986-10-24,53511,1
454201,Xumin,Sullins,Engineer,1985-03-02,49673,1
454215,Koichi,Brender,Senior Staff,1991-08-08,47830,1
454218,Mokhtar,Ducloy,Engineer,1997-02-23,52460,1
454231,Giordano,Schoegge,Senior Staff,1986-11-29,51381,1
454233,Ewing,Bruckman,Senior Staff,1991-08-03,41221,1
454247,Xinan,Perfilyeva,Senior Staff,1995-04-27,56007,1
454248,Wuxu,Gornas,Senior Staff,1987-05-07,54128,1
454261,Gor,Schaaf,Staff,1995-06-02,91700,1
454271,Uta,Sullins,Engineer,1993-07-22,40000,1
454274,Masali,Bamford,Engineer,1986-03-28,49785,1
454288,Mitchel,Marchesini,Staff,1995-12-19,45694,1
454292,Feixiong,Schapiro,Senior Engineer,1988-11-10,44997,1
454293,Mohua,Underwood,Senior Staff,1986-09-18,40000,1
454310,Khue,Speckmann,Senior Engineer,1986-10-01,45172,1
454322,Dulce,Delaune,Senior Staff,1986-07-19,64944,1
454340,Amabile,Alencar,Technique Leader,1999-06-05,43443,1
454344,Sasan,Binkley,Senior Staff,1986-12-21,49880,1
454354,Hugo,Vilarrasa,Engineer,1990-05-10,40000,1
454365,Kazuhisa,Koshino,Engineer,1991-07-13,69923,1
454375,Nevio,Paludetto,Senior Staff,1992-12-30,91546,1
454376,Fabrizio,Rosaz,Senior Staff,1986-08-19,50019,1
454379,Bogdan,Gulak,Senior Engineer,1985-06-21,40000,1
454383,Jungsoon,Beerel,Engineer,1990-02-13,40000,1
454389,Nathan,Garnick,Assistant Engineer,1986-10-14,47655,1
454398,Qunsheng,Braunmuhl,Staff,1990-08-09,73189,1
454400,Gen,Vecchi,Senior Staff,1993-06-10,83047,1
454419,Vasilii,DeMori,Senior Engineer,1988-05-26,68715,1
454444,Mamdouh,Wynblatt,Staff,1998-06-19,72077,1
454449,Jasminko,Wilfing,Engineer,1994-06-09,43151,1
454450,Mandell,Hanabata,Senior Staff,1985-04-18,60037,1
454458,Boriana,Vesna,Senior Engineer,1995-07-02,53024,1
454464,Hisao,Rothe,Engineer,1994-10-13,64723,1
454479,Hitomi,Cromarty,Senior Staff,1994-02-16,40000,1
454492,Aleksandar,Neimat,Senior Staff,1987-03-09,40000,1
454497,Gaetan,Kakkar,Senior Staff,1985-09-29,54848,1
454501,Hauke,Iivonen,Senior Engineer,1993-08-19,41223,1
454514,Dung,Rosis,Technique Leader,1987-01-12,46943,1
454541,Gill,Valtorta,Senior Staff,1993-10-17,42233,1
454550,Ravishankar,Zweizig,Senior Staff,1988-03-08,49910,1
454560,Ziyad,Randt,Engineer,1987-09-03,40000,1
454578,Leaf,Takanami,Senior Staff,1986-11-06,58290,1
454598,Uinam,Ramsay,Senior Staff,1998-05-31,58583,1
454607,Elgin,Unno,Engineer,1998-02-18,40000,1
454617,Dmitry,Schrift,Engineer,1986-06-17,57741,1
454627,Nathan,Foote,Senior Staff,1997-12-21,51005,1
454633,Gil,Ariola,Senior Staff,1994-09-13,40000,1
454643,Woody,Apsitis,Engineer,1986-12-21,40000,1
454649,Jovan,Crouzet,Engineer,1987-11-12,66981,1
454659,Xiahua,Kamber,Senior Engineer,1987-08-05,53309,1
454663,Claudi,Koshiba,Senior Engineer,1994-01-26,44804,1
454669,Jessie,Zeilberger,Technique Leader,1992-11-25,40000,1
454678,Duke,Shigei,Senior Staff,1987-09-10,45626,1
454680,Otilia,Pollock,Engineer,1987-11-15,63364,1
454681,Leen,Eugenio,Staff,1986-07-21,45126,1
454699,Huai,Jiafu,Engineer,1986-09-01,40000,1
454709,Serap,Haldar,Engineer,1995-07-09,74496,1
454729,Parto,Gulak,Senior Staff,1987-03-07,56708,1
454733,Peer,Milicia,Senior Engineer,1986-11-25,40000,1
454739,Paddy,Rikino,Engineer,1993-09-23,40000,1
454744,Martine,Poehlman,Technique Leader,1989-09-18,40000,1
454745,Marjo,Vigier,Engineer,1986-06-02,60519,1
454750,Fumitake,Naudin,Engineer,1986-01-02,40000,1
454754,Bernd,Skogmar,Senior Staff,1990-07-14,83792,1
454761,Sumant,Hmelo,Engineer,1985-03-21,40000,1
454767,Kerryn,Merey,Engineer,1990-03-27,40000,1
454774,Niranjan,Bugrara,Engineer,1986-11-01,62352,1
454789,Ramachenga,DuBourdieux,Senior Staff,1985-09-25,53378,1
454798,Richara,Bazzichi,Senior Staff,1992-09-29,40000,1
454801,Kristin,Cronin,Staff,1987-12-30,40000,1
454816,Mari,Pavlopoulou,Staff,1990-08-12,40222,1
454830,Ottavia,Dehkordi,Engineer,1996-02-18,71879,1
454836,Kazuyasu,Siprelle,Senior Engineer,1986-10-27,67872,1
454862,Taiji,Mukaidono,Staff,2000-08-21,46904,1
454863,Abdelghani,Krichel,Senior Engineer,1988-12-07,44471,1
454891,Ugo,Simmen,Staff,1987-08-04,68388,1
454900,Shalesh,Malabarba,Senior Engineer,1988-07-14,56213,1
454906,Subbu,Cannard,Senior Staff,1986-11-12,84111,1
454912,Roded,Hatcliff,Staff,1999-10-31,57569,1
454929,Pintsang,Mateescu,Senior Engineer,1985-06-11,62541,1
454931,Duangkaew,Salvesen,Engineer,1997-12-05,55482,1
454932,Sampalli,Zaiane,Senior Staff,1988-04-30,97754,1
454948,Emran,Setia,Senior Staff,1991-02-04,60999,1
454951,Weiye,Bauknecht,Senior Staff,1987-02-23,69233,1
454963,Mabo,Weedon,Senior Staff,1985-07-11,47643,1
454966,Genta,Goodrum,Senior Staff,1988-03-06,88871,1
454979,Alagu,Milicic,Engineer,1993-06-16,40000,1
454983,Sedat,Yamaashi,Senior Staff,1989-07-03,61232,1
454987,Akemi,Fontet,Assistant Engineer,1989-09-21,68570,1
454989,Jinxi,Sidou,Staff,1987-02-09,43603,1
454991,Haldon,Koblick,Senior Staff,1992-12-28,71759,1
455009,Udaiprakash,Birta,Senior Staff,1985-07-04,44450,1
455015,Sachin,Rohrbach,Engineer,1992-03-24,46229,1
455029,Somnath,Matteis,Senior Staff,1987-05-23,40000,1
455038,Bernardo,Kermarrec,Engineer,1987-01-14,60547,1
455054,Ingemar,Lores,Senior Staff,1996-05-21,63990,1
455088,Alenka,Sevcikova,Engineer,1997-08-30,40000,1
455090,Jaana,Azuma,Senior Staff,1988-10-03,45226,1
455096,Masanao,Zaiane,Engineer,1986-09-18,49119,1
455098,Seshu,Kambil,Senior Engineer,1985-05-20,40000,1
455103,Tremaine,Docker,Senior Engineer,1987-10-23,55187,1
455106,Susuma,Porotnikoff,Senior Staff,1991-01-11,40000,1
455112,Chaoyi,Rosen,Senior Staff,1985-11-14,73432,1
455122,Chaosheng,Molenkamp,Engineer,1994-08-08,62960,1
455123,Satoru,Lamparter,Senior Engineer,1993-10-30,43395,1
455129,Berni,Preusig,Senior Staff,1987-03-10,79016,1
455142,Youssef,Bashian,Assistant Engineer,1985-09-10,62549,1
455145,Tsuneo,Papsdorf,Technique Leader,1991-10-15,61711,1
455157,Ravishankar,Setiz,Senior Staff,1985-05-23,56595,1
455159,Demin,Benantar,Senior Staff,1986-01-27,65818,1
455160,Mahendra,Cooley,Engineer,1985-02-19,40000,1
455164,Khosrow,Wilfing,Senior Staff,1987-06-10,65453,1
455165,Snehasis,Pargas,Senior Staff,1986-12-02,40000,1
455172,Chiradeep,Litecky,Engineer,1988-04-27,40000,1
455192,Shigeichiro,Schwartzbauer,Engineer,1987-05-31,76076,1
455203,Brewster,Karcich,Senior Engineer,1986-11-25,48110,1
455209,Shrikanth,Rassart,Engineer,1989-11-06,68880,1
455223,Sariel,Fabrizio,Senior Engineer,1989-01-27,40000,1
455237,Kotesh,Walston,Senior Engineer,1985-05-21,56644,1
455240,Yishai,Speckmann,Engineer,1988-07-15,40000,1
455258,Vatsa,Leuchs,Assistant Engineer,1988-05-10,51844,1
455266,Zita,Czaja,Engineer,1986-09-14,49416,1
455290,Heng,Jording,Engineer,1994-04-05,45101,1
455302,Yaghout,Deverell,Staff,1997-07-06,40000,1
455318,Houman,Schaaf,Senior Staff,1986-10-04,43648,1
455321,Tua,Denis,Senior Engineer,1985-11-10,64422,1
455333,Souichi,Anick,Engineer,1986-04-21,46332,1
455335,Hisao,Akaboshi,Engineer,1991-12-02,40000,1
455336,Debaprosad,Hatcliff,Senior Staff,1986-01-03,63056,1
455337,Kamakshi,Berendt,Senior Engineer,1997-11-11,40000,1
455355,Remko,Rotem,Staff,1998-08-29,67056,1
455356,Gretta,Murthy,Engineer,1993-06-06,53254,1
455373,Shimshon,Eiter,Senior Staff,1991-03-06,86065,1
455375,Sumali,Zhang,Senior Engineer,1990-05-16,40000,1
455392,Wojceich,Rothenberg,Engineer,1994-05-27,55666,1
455395,Amstein,Kalorkoti,Assistant Engineer,1997-09-03,51028,1
455402,Nidapan,Luce,Senior Staff,1985-11-25,87032,1
455413,Roddy,Matzat,Senior Engineer,1987-07-31,40000,1
455430,Miyeon,Melichar,Senior Staff,1996-02-17,40000,1
455441,Yifei,Schiper,Senior Staff,1987-05-05,80803,1
455464,Willard,Crelier,Senior Staff,1985-10-29,57182,1
455470,Gal,Toyoshima,Senior Engineer,1988-12-22,83523,1
455476,Limsoon,Speek,Senior Staff,1992-09-13,63244,1
455490,Sanjiv,Wielonsky,Senior Staff,1996-04-16,48626,1
455496,Kasidit,Schaap,Senior Staff,1987-03-19,69701,1
455506,Hailing,Penn,Engineer,1990-01-18,67877,1
455512,Nevin,Pollock,Engineer,1992-01-22,40000,1
455525,Duro,Murtagh,Engineer,1989-08-17,40000,1
455529,Hidefumi,Rodier,Senior Staff,1988-08-10,91932,1
455533,Raimond,Shihab,Senior Staff,1988-09-06,49571,1
455554,Xinyu,Pietrzykowski,Senior Staff,1995-01-01,45280,1
455559,Shan,Papastamatiou,Senior Staff,1988-05-31,87910,1
455566,Fayez,Swan,Senior Staff,1989-08-10,63177,1
455579,Evgueni,Birrer,Staff,1991-01-29,67544,1
455590,Claude,Danlos,Engineer,1998-12-18,57159,1
455622,Teiji,Klyachko,Engineer,1988-03-27,40000,1
455626,Nirmal,Piancastelli,Senior Staff,1988-12-14,68743,1
455630,Jiong,Muchinsky,Senior Staff,1988-06-03,58927,1
455631,Barry,Gewali,Technique Leader,1997-04-05,69535,1
455640,Takushi,Levasseur,Engineer,1998-01-28,40000,1
455642,Yuchang,Brandsma,Senior Staff,1988-02-22,52620,1
455648,Shuzo,Munawer,Senior Staff,1986-08-06,43356,1
455649,Kirk,Marwedel,Engineer,1996-03-09,46539,1
455669,Reuven,Giaccio,Staff,1996-06-02,44986,1
455682,Jahangir,Ranka,Engineer,1987-06-10,40000,1
455703,Guttorm,Jansch,Staff,1997-01-02,40000,1
455727,Kolar,Veccia,Senior Staff,1985-07-05,52711,1
455734,Boutros,Chachaty,Senior Engineer,1987-12-17,46195,1
455755,Mihalis,Kenevan,Engineer,1998-11-10,40000,1
455757,Valeri,Serot,Staff,1988-07-19,45334,1
455758,Garnet,Nilsson,Senior Engineer,1988-07-07,57144,1
455759,Maik,Smailagic,Senior Staff,1987-05-04,40000,1
455769,KayLiang,Braunmuhl,Senior Staff,1986-05-08,83820,1
455770,Petter,Picci,Senior Staff,1986-09-08,65678,1
455801,Suzette,Paludetto,Engineer,1985-11-19,40000,1
455805,Sergi,Stentiford,Senior Staff,1990-12-30,40000,1
455806,Bogdan,Schahn,Senior Staff,1988-10-04,50357,1
455809,Ramachenga,Dusink,Engineer,1988-12-08,40000,1
455837,Sachin,Lindqvist,Senior Staff,1990-03-16,63434,1
455840,Naraig,Aumann,Senior Staff,1986-12-25,82816,1
455844,Masadi,Rosiles,Technique Leader,1992-01-24,40000,1
455848,Pramod,Penttonen,Engineer,1985-08-30,40000,1
455871,Sachar,Verspoor,Senior Engineer,1994-11-03,40000,1
455902,Marsha,Demos,Engineer,1996-10-03,49101,1
455905,Ziyad,Peres,Senior Engineer,1993-09-24,47742,1
455927,Gina,Deverell,Staff,1995-04-11,40000,1
455932,Wanqing,Polupanov,Engineer,1988-12-04,40000,1
455933,Danco,Beilner,Technique Leader,1989-06-10,50343,1
455947,Dipankar,Veccia,Senior Engineer,1986-02-28,44139,1
455957,Mack,Basagni,Senior Staff,1988-11-30,40923,1
455966,Guoxiang,Rissanen,Senior Staff,1985-12-31,58528,1
455980,Masali,Chaudhuri,Senior Engineer,1992-07-28,49313,1
455987,Susanta,Erol,Staff,2000-04-19,40000,1
455991,Luisa,Ghelli,Senior Staff,1988-02-08,85382,1
455998,Dante,Panangaden,Senior Staff,1987-02-27,53915,1
455999,Dhritiman,Nastansky,Technique Leader,1986-10-27,40000,1
456005,Jordanka,Kamber,Engineer,1987-11-19,50766,1
456007,Souichi,Aloia,Senior Staff,1988-10-24,63030,1
